period,CCALX,DFSTX,FSMDX,FSSNX,FTIHX,FXAIX,FXNAX,JVMRX,OTCKX,PHIYX,PTRQX,RERGX,RFDTX,RFETX,RFFTX,RFGTX,RFHTX,RFITX,RFJTX,RFKTX,RFTTX,RFUTX,RLLGX,RRCTX,UGLSX,VEIRX
2011-06-01,,13.762795448303223,,,,36.71906280517578,8.441649436950684,,,4.615356922149658,8.622029304504395,29.514446258544922,6.03511905670166,6.074295997619629,6.072120666503906,6.113309383392334,6.18739128112793,6.051161289215088,5.804117202758789,7.648540496826172,5.555752754211426,,23.997947692871094,5.9528117179870605,,23.871074676513672
2011-07-01,,13.303215980529785,,,,35.78874969482422,8.552233695983887,,,4.668562412261963,8.771821022033691,28.962326049804688,5.947472095489502,5.98198127746582,5.973186492919922,6.008334159851074,6.080927848815918,5.9451093673706055,5.7617082595825195,7.520639896392822,5.532458782196045,,23.714977264404297,5.890348434448242,,23.27850914001465
2011-08-01,,12.109724998474121,,,,33.842185974121094,8.655460357666016,,,4.471892833709717,8.831708908081055,26.303979873657227,5.665749549865723,5.668111801147461,5.651648044586182,5.674879550933838,5.742750644683838,5.61447811126709,5.604185104370117,7.104958534240723,5.415986061096191,,21.5897216796875,5.684218883514404,,22.622411727905273
2011-09-01,,10.741429328918457,,,,31.46565055847168,8.730100631713867,6.008973121643066,,4.32689905166626,8.77364730834961,23.37298583984375,5.283860206604004,5.255773067474365,5.231175422668457,5.248800754547119,5.310634613037109,5.190273761749268,5.355782985687256,6.561373710632324,5.223804950714111,,18.97679901123047,5.378145217895508,13.49001693725586,21.34695053100586
2011-10-01,,12.413599967956543,7.910289287567139,7.771072864532471,,34.717750549316406,8.707198143005371,6.871707439422607,,4.597283840179443,8.91867446899414,25.67688751220703,5.71583366394043,5.711191654205322,5.688748836517334,5.718105792999268,5.786587715148926,5.65814733505249,5.6587114334106445,7.156117916107178,5.480045318603516,,20.879297256469727,5.734189510345459,15.106176376342773,23.457374572753906
2011-11-01,,12.371315002441406,7.865131378173828,7.741968154907227,,34.82685852050781,8.724546432495117,6.853607177734375,,4.488291263580322,8.81735897064209,25.056604385375977,5.67827033996582,5.668111801147461,5.645464897155762,5.674879550933838,5.742750644683838,5.61447811126709,5.634478569030762,7.104958534240723,5.456750392913818,,20.475923538208008,5.702956676483154,15.063773155212402,23.748205184936523
2011-12-01,,12.395478248596191,7.819973945617676,7.756520748138428,,34.9761848449707,8.812787055969238,6.811376571655273,,4.597494125366211,8.71445369720459,23.94554901123047,5.521758079528809,5.514254093170166,5.503246307373047,5.532854080200195,5.604974746704102,5.477236747741699,5.46483850479126,6.874734401702881,5.235452175140381,,19.94611358642578,5.553043842315674,14.672690391540527,24.277002334594727
2012-01-01,,13.27534008026123,8.294137954711914,8.309517860412598,,36.75792694091797,8.902871131896973,7.2374444007873535,,4.754242420196533,9.107300758361816,25.93461799621582,5.931479454040527,5.934587001800537,5.907556533813477,5.939720630645752,6.010993957519531,5.88505220413208,5.837011814117432,7.437533855438232,5.638789653778076,,21.881675720214844,5.929180145263672,15.734591484069824,24.99419593811035
2012-02-01,,13.657238960266113,8.64035415649414,8.505975723266602,,38.3471565246582,8.894623756408691,7.540774345397949,,4.842934608459473,9.181249618530273,27.479419708251953,6.150686264038086,6.1686811447143555,6.148680686950684,6.186680793762207,6.261184215545654,6.121734142303467,5.981679916381836,7.7413763999938965,5.761371612548828,,23.155986785888672,6.1033782958984375,16.766048431396484,25.809738159179688
2012-03-01,,14.008822441101074,8.836040496826172,8.716987609863281,,39.612213134765625,8.847081184387207,7.759171009063721,,4.842444896697998,9.123884201049805,27.47245979309082,6.240947246551514,6.263583660125732,6.243861198425293,6.281666278839111,6.357410907745361,6.217686176300049,6.044577598571777,7.866875648498535,5.804275989532471,,23.532211303710938,6.174347400665283,17.422876358032227,26.332117080688477
